Indonesian,Minangkabau
mengikuti,maikuik
mengikuti,maikuikan
mengikuti,maikuti
mengikuti,mangikuik
mengikuti,mangikuiki
mengikuti,mangikuikti
mengikuti,mangikuti
mengikuti,manuruik
mengikuti,manuruikan
mengikuti,soto
mengikutsertakan,maikutsertakan
mengilhami,mailhami
mengingat,maingek
mengingat,mangana
mengingat,mangigek
mengingat,mangingeik
mengingat,mangingek
mengingat,taringek
menginginkan,arok
menginginkan,katuju
menginginkan,mainginan
menginginkan,mainginkan
menginginkan,makandak'an
menginginkan,mangarokkan
menginginkan,mangiginkan
menginginkan,manginginan
menginginkan,manginginkan
menginginkan,mengarohkan
menginginkan,nio
menginvestasikan,manginvestasian
mengira,mangiro
mengira,menaka
mengira,mengiro
mengirim,mangirim
mengirim,memgirim
mengirim,mengirim
mengirimkan,baposan
mengirimkan,mangirim'an
mengirimkan,mangiriman
mengirimkan,mangirimkan
mengiris,mangirih
mengubah,ma ubah
mengubah,mangubah
mengubah,marubah
mengubah,maubah
mengubur,mangubua
mengucapkan,mangecek
mengucapkan,mangecek'an
mengucapkan,mangecekan
mengucapkan,mangecekkan
mengucapkan,mangucap'an
mengucapkan,mangucapan
mengucapkan,mangucapkan
mengucapkan,mangucek an
mengucapkan,manguokan
mengucapkan,manyabuikan
mengucapkan,manyambuik
mengucapkan,maucapan
mengucapkan,melapeh an
mengunci,manguci
mengurus,manguruih
mengurus,mangurus
mengurus,mauruih
mengurus,maurus
mengurus,meng uruis
menikah,baralek
menikah,kawin
menikah,manikah
menikah,menikah
menikmati,maniakmati
menikmati,manikmati
menikmati,marasoan
menikmati,menikmati
menimbang,manimbang
meninggal,maningga
meninggal,manninggal
meninggal,meningga
meninggal,meninggal
meninggalkan,maningga'an
meninggalkan,maninggaan
meninggalkan,maninggakan
meninggalkan,maninggalkan
meninggalkan,maninggoan
meninggalkan,meninggalkan
meningkat,maningkek
menipu,manipu
menit,minik
menjadi,kajadi
menjadi,manjadi
menjaga,malindungi
menjaga,manjago
menjaga,menjaga
menjaga,menjago
menjalankan,manjalaan
menjalankan,manjalan'an
menjalankan,manjalanan
menjalankan,manjalankan
menjalankan,menjalankan
menjamin,manjamin
menjauh,manjauah
menjauh,manjauh
menjauh,manjawuah
menjauh,menjauah
menjawab,bajawek
menjawab,manjawab
menjawab,manjawek
menjawab,menjawaik
menjelajah,manjalajah
menjelaskan,joleh
menjelaskan,manjaleahan
menjelaskan,manjalean
menjelaskan,manjaleh'an
menjelaskan,manjalehan
menjelaskan,manjalehkan
menjelaskan,menjolean
menjembatani,manjembatanan
menjengkelkan,mada
menjual,manggaleh
menjual,manjua
menjual,manjuah
menjual,manjual
menjual,menggaleh
menjual,menjual
menolak,maindak an
menolak,manolak
menolak,manulak
menolong,mambantu
menolong,manolong
menolong,manolongan
menonton,manonton
menonton,mencaliok
mentah,alun masak
mentah,alun putuih
mentah,badatuih
mentah,matah
mentah,mudo
mentah,patah
mental,mental
mentega,mantega
menteri,mantari
menterjemahkan,maartian
mentri,pagawai tinggi
menuju,kapai
menuju,manjalang
menuju,manuju
menuju,pa ii
menulis,manulih
menulis,manulis
menunggu,manunggu
menunggu,menanti
menunjukkan,manengokkan
menunjukkan,manunjuakan
menunjukkan,manunjuakkan
menunjukkan,manunjuan
menunjukkan,manunjuk an
menunjukkan,manunjuk'an
menunjukkan,manunjukan
menunjukkan,manunjukkan
menurut,kandaknyo
menurut,manuruik
menurut,mengikuik
menutup,akhir
menutup,manutuap
menutup,manutuik
menutup,manutup
menutup,manyaok
menutup,menutuik
menyadari,insap
menyadari,manyadari
menyadari,tasada
menyajikan,manyajikan
menyakiti,manyakiakan
menyakiti,manyakikan
menyakiti,manyakikkan
menyakiti,manyakiti
menyakiti,sakik
menyakitkan,manyakik an
menyalahkan,manyalahan
menyalin,maniru
menyalin,manyalin
menyapu,manyapu
menyebabkan,manyabab an
menyebabkan,manyababan
menyebabkan,manyababkan
menyebabkan,manyabaukan
menyebabkan,manyebab'an
menyebabkan,manyebabkan
menyebabkan,manyobabkan
menyebabkan,manyobobkan
menyebalkan,mangesalan
menyebalkan,mangka
menyebalkan,manjajokan
menyebalkan,manjajokkan
menyebalkan,manyabalkan
menyebalkan,manyebalkan
menyebalkan,manyobalan
menyebalkan,manyobalkan
menyebalkan,menjengkekan
menyeberang,manyubarang
menyebutnya,manyabuikan
menyebutnya,manyabuikkan
menyebutnya,manyabuiknyo
menyebutnya,manyabutnyo
menyebutnya,tasabuik
menyedihkan,maibo
menyedihkan,maiboati
menyedihkan,manyadiah'an
menyedihkan,manyadiahan
menyedihkan,manyadiahkan
menyedihkan,manyadiehkan
menyedihkan,meng ibo
menyedihkan,menyadiahkan
menyedihkan,menyodihkan
menyelamatkan,manyalamaikan
menyelamatkan,manyalamaikkan
menyelamatkan,manyalamekan
menyelamatkan,manyalamekkan
menyelamatkan,menyelamekan
menyelamatkan,menyelamekkan
menyelamatkan,salamek an
menyelesaikan,manyalasai'an
menyelesaikan,manyalasaian
menyelesaikan,manyalasaikan
menyelesaikan,manyolasaikan
menyelesaikan,manyudai
menyelesaikan,menyelesaikannyo
menyelesaikan,menyudai
menyelesaikan,salasaian
menyelesaikan,salosaian
menyembuhkan,mancegak an
menyembunyikan,basambunyian
menyembunyikan,ma'andok'an
menyembunyikan,maandokan
menyembunyikan,manyambunyian
menyembunyikan,manyambunyikan
menyembunyikan,manyamunyian
menyembunyikan,manyandokkan
menyembunyikan,manyuruakan
menyembunyikan,maondokkan
menyembunyikan,menyondoan
menyembunyikan,sombunyikan
menyenangkan,maagiatahu
menyenangkan,manyanang an
menyenangkan,manyanangan
menyenangkan,manyanangkan
menyenangkan,"manyanangkan, lasuah"
menyenangkan,menyenangkan
menyenangkan,sero
menyentuh,mamacik
menyentuh,manganai
menyentuh,manyantuah
menyentuh,manyantuh
menyentuh,manyentuh
menyentuh,manyintuah
menyentuh,memegang
menyentuh,merabo
menyerah,manyarah
menyerah,manyorah
menyerah,menyarah
menyerahkan,maagiahan
menyerahkan,mangagiehkan
menyerahkan,manyarah'an
menyerahkan,manyarahan
menyerahkan,manyarahkan
menyerahkan,manyerahan
menyerahkan,manyerahkan
menyerahkan,manyorakan
menyerahkan,membarikan
menyerang,manyarang
menyerang,manyerang
menyerang,manyoang
menyerang,mendudu
menyeret,ma irik
menyesal,manyasa
menyesal,manyasah
menyesal,manyesal
menyesal,manyosal
menyesal,menyesal
menyesal,sasal
menyetir,mambaok
menyimpan,babanah
menyimpan,manyimpan
menyimpan,mayimpan
menyimpan,menyimpan
menyinggung,manyingguang
menyoroti,manyoroti
menyortir,mamliah
menyortir,menyortir
menyukai,manyukai
menyukai,manyukoi
menyukai,menyukoi
menyukai,suko
menyukainya,manyukainyo
menyukainya,manyukoinyo
menyukainya,mayukoinyo
menyukainya,menyukainyo
menyukainya,menyukoi
menyukainya,suko
meracuni,maracuni
merah,sirah
merah jambu,pink
meramalkan,maramalkan
merasa,maraso
merasa,meraso
merasa,taraso
merasakan,marasoan
merasakan,marasokan
merasakan,merasoan
merasakan,merasokan
meratap,maratok
merek,merek
merek,mutu
mereka,kalian
mereka,mereka
mereka,pajatu
mereka,sadonyo
mereka,urang
mereka,urang tu
mereka,urangtu
mereka,wak e
merevisi,marivisi
merevisi,marubah
meringkaskan,mampasingkek
meringkaskan,maringkas
merokok,marokok
merpati,marapati
merpati,parapati
mertua,mintuo
merubah,marubah
merubah,maruboh
merubah,maubah
merupakan,adolah
merupakan,marupakan
merupakan,marupoan
merupakan,marupokan
merupakan,merupokan
merusak,ma ancuaan
merusak,marusak
merusak,mausak
mesin,masin
meskipun,kalaupun
meskipun,maskipun
meskipun,meskipun
meskipun,sahinggo
meskipun,sungguah baitu
meskipun,walaupun
meteor,cirik bintang
mikrofon,mikropon
miliar nomor,miliar nomor
milik,miliak
milik,milik
milik,miliknyo
milik,punyo
milik,"punyo, miliak"
milik kita,miliak awak
miliki,mampunyoi
miliki,miliak
miliki,miliki
miliki,punyo
miliki,punyoan
miliki,punyoi
milikmu,milik ang
milikmu,milik kau
militer,maliter
mimpi,baghasian
mimpi,barasian
mimpi,mimpi
mimpi,rasian
mimpi buruk,mimpi buruak
minggir,ka tapi
minggir,katapi
minggir,mailak
minggir,minggia
minggir,"minggia, kirok"
minggir,minggiah
minggir,minggie
minggir,minghir
minggir,tasisih
minggu,akaiak
minggu,minggu
minimum,minimum
minta,agiah
minta,agilah
minta,bagi
minta,minta
minta,mintak
minta,minto
minta maaf,mintak mo'o
minum,minum
minum,minun
minuman,aie/minuman
minuman,minuman
minus,dikurangi
minus,kurang
minyak,minyak
mirip,hampier samo
mirip,mirip
mirip,saroman
mirip,sarupo
mirip,serupo
misteri,misteri
misteri,takok-taki
misteri,tando-tanyo
mobil,mobil
mobil,oto
mobil,otoh
mobil van,oto 
mobilnya,karetonyo
mobilnya,mobilnya
mobilnya,mobilnyo
mobilnya,otonyo
modal,dasar
modal,pangka
modal,pokok
mode,bantuak
mode,corak
mode,mode
mohon,mambana
mohon,maminto
mohon,mohon
momen,saat
monitor,monitor
monitor,pamantau
monyet,cigak
monyet,karo
morfin,motpin
motivasi,dorongan batin:
motor,masin
motor,motor
mouse,mancik
mouse,mouse
moyang,muyang
muda,mude
muda,mudo
mudah,enteng
mudah,gampang
mudah,lasuah
mudah,mudah
mudah,murah
mudah,sanang
mudah,"sanang, mudah"
mudah,sonang
muka,adokan
muka,muko
mukjizat,muakjizaik
mulai,mulai
mulai,mulo
mulailah,mulailah
mulia,mulia
mulia,mulio
mulut,mului
mulut,muluik
mulut,muncuang
muncul,muncua
muncul,"muncua, tibo"
muncul,muncul
muncul,muncuo
muncul,nampak
muncul,tabik
muncul,tibo
muncul,timbual
mundur,maundur
mundur,mundua
mundur,mundur
mundur,suruik
mungil,ketek
mungkin,agaknyo
mungkin,bisajadi
mungkin,mungkin
murah hati,murah hati
muram,muram
murid,anak sikola
murid,murik
murung,muruang
musang,musang
museum,musium
musik,dendang
musik,lagu
musik,"musiak, lagu"
musik,musik
musik rock,musik rok
musikal,musik
musim,musim
musim,musin
musim dingin,musim sajuak
musim gugur,musim gugur
musim panas,musim angek
musim semi,musim semi
mustahil,indak mungkin
mustahil,mustahia
mustahil,mustahial
mustahil,mustahil
mustahil,ndak mungkin
musuh,lawan
musuh,musuah
musuh,musuoh
nada,nada
nadi,urek nadi
nafas,agok
nafas,angok
nafas,napeh
nafkah,napakah
naluri,bawaan sajak laia
naluri,naluri
nama,namo
namanya,namonyo
namanya,namonyo.
namun,namun
namun,nan iyo
namun,walau
nanti,baiko
nanti,beko
nanti,nanti
nanti,nantik
napi,urang kuruangan
napi,urang rantai
narapidana,urang kuruangan
narapidana,urang rantai
nasehat,nasiaik
nasehat,patunjuak
nasi,nasi
nasib,nasik
nasib,takadia
nasihat,nasihat
nasional,nasional
naskah,karangan asali
naskah,naskah
naskah,rancangan
navigasi,napigasi
negara,nagari
negara,negara
negara,negaro
negeri,nagari
negeri,nagaro
negeri,nagori
nelayan,nalayan
nenek,anduang
nenek,enek
nenek,inyiak
nenek,niniak
nenek,niniek
nenek,ninik
neraka,narako
neraka,naroko
neraka,nerako
nggak,indak
nggak,indak amuah
nggak,ndak
ngintip,mancigok
nihil,indak ciek juo
nihil,kosong
nikmati,nikmati
noda,aik
noda,bacak
noda,cacek
nomor,angko
nomor,nomor
nona,gadi
nona,gadiah
nona,gadih
nona,nona
nona,padusi
nona,"uni, adiak"
nona,upiak
norma,adaik
not,not
not,tando nada
november,november
nurani,bacayo
nurani,tarang
nyala,cayo
nyala,nyalo
nyaman,nyaman
nyaman,sanang
nyamuk,nyamuak
nyamuk,rangik
nyanyian,lagu
nyanyian,nyanyian
nyata,jaleh
nyata,nyato
nyawa,angok
nyawa,nyao
nyawa,nyawo
obat,ubek
objek,barang
objek,hal
objek,masaalah
objek,pakaro
objektif,objektif
obligasi,obligasi
obor,colok
obor,pusuang
obor,suluah
obrolan,kecek
obrolan,ota
okay,adih
okay,iyo
okay,jadih
okay,lah
okay,okay
okay,oke
okay,okey
okay,sip
okay,yola
okay,yolah
oke,adih
oke,dih
oke,iyo
oke,jadi
oke,jadih
oke,oke
oke,yolah
oksigen,oksigen
oktober,oktober
olahraga,ulahrago
oleh,dek
oleh,jo
oleh,oleh
ombak,ombak
online,online
operasi,babedah
operasi,operasi
opsir,opsir
opsir,parwira
orang,urang
orang asing,urang asiang
orang banyak,urang banyak
orang banyak,urang rami
orang-orang,urang-urang
orangnya,paja tu
orangnya,urangnyo
orangtua,urangtuo
orbit,orbit
organisasi,organisasi
organisasi,pakumpulan
otak,utak
otot,otok
oven,open
pabrik,pabirik
pacar,bacewek
pacar,cewek
pacar,pacar
pacar,pamole
pacar,pole
pacar perempuan,cewek
pada,ka
pada,pado
pada dasarnya,pado dasarnyo
padaku,dekden
padaku,ka awak
padaku,ka den
padaku,ka denai
padaku,kaden
padaku,padaden
padaku,pado den
padaku,pado denai
padaku,pado wak
padaku,pado-den
padaku,padoden
padaku,padowak
padaku,samo den
padamu,dek ang
padamu,deyen
padamu,ka ang
padamu,kainyo
padamu,kawaang
padamu,pado ang
padamu,pado den
padamu,pado'ang
padamu,pado-ang
padamu,padoang
padang,padang
padanya,ka inyo
padanya,kainyo
padanya,padonyo
padanya,samonyo
paduan,gabuangan
paduan,kasasuaian
pagar,paga
pagi,pagi
pagi,pai
paha,pao
paham,jaleh
paham,mangarati
paham,ngarati
paham,"ngarati, paham"
paham,paham
pahlawan,pahlawan
pahlawan,pajuang
pajak,pajak
pak,apak
pak,mak
pak,pak
pakai,guno
pakai,kanakan
pakai,kanakkan
pakai,makai
pakai,mensarung
pakai,pakai
pakai,pakei
pakai,pakek
pakaian,baju
pakaian,pakaian
pakaian,sarawa
pakaian dalam,kolor
pakaian dalam,singlet
pakar,urang ahli
pakar,urang cadiak pandai
paket,paket
paku,paku
paku,sipaku
paling sedikit,paliang saketek
paling sedikit,paliang sangenek
palsu,imitasi
palsu,palasu
palsu,palsu
paman,"apak, mamak, aciak"
paman,mak etek
paman,mamak
paman,pak etek
paman,pak ketek
paman,paketek
paman,udo/mamak
paman,uwan
pameran,pameran
panah,panah
panas,angek
panas,barabuih
panas,hangek
panas,paneh
panas,"paneh,angek"
panci,kebang
panci,kuali
panci,panci
pandangan,pandangan
panen,maambiak asia
panen,manyabik
panggil,imbau
panggil,imbou
panggil,maimbau
panggil,mengimbau
panggil,panggi
panggil,panggia
panggil,panggiah
panggil,panggie
panggil,panggiu
panggilan,imbau
panggilan,imbauan
panggilan,imbawan
panggilan,panggian
panggilan,panggilan
panggilan,sapo'an
panggung,pangguang
pangkat,darajaik
pangkat,kaduduakan
pangkat,pangkek
panglima,dubalang
panglima,palimo
panglima,panglimo
panjang,laweh
panjang,panjaang
panjang,panjang
panjang,tunjang
pantai,lauik
pantai,pantai
pantai,tepian
pantas menerima,pantas manarimo
pantat,ikua
papan,papan
papan ketik,papan ketik
paramedis,parawaik
parasit,binalu
parfum,minyak arun
parfum,zaik paarunan
parit,lakuak mamanjang
parit,parik
parkir,maantian
parkir,parkir
parlemen,parelemen
partai,partai
paru-paru,paru-paru
paruh,cotok
paruh,paruah
pasal,pasal
pasangan,baduo
pasangan,pasangan
pasangan,pasangan/kawan iduik
pasangan,tunangan
pasien,pasien
pasien,pasien/urang sakik
pasien,urang sakik
pasir,kasiak
pasir,lauik
pasir,pasia
pasokan,pasokan
pasta,zaik parakek
pasti,pasti
pasti,tapek
pastikan,alajale
pastikan,iyokan
pastikan,pastian
pastikan,pastikan
pastinya,pastinyo
pastor,pastor
pastor,pidari
pasukan,pasukan
pasukan,rombongan
path,jalua
patung,patuang
payudara,susu
payung,payuang
payung,tuduang
pecandu,pacandu
pecandu,pamadat
pecundang,pacuandang
pedang,golok
pedang,padang
pedang,parang
pedang,pedang
pedang,samurai
pedas,padeh
pedas,padiah
peduli,acuah
peduli,paduli
peduli,peduli
pegang,paciak
pegang,paciek
pegang,pacik
pegang,pagang
pegang,pegang
pegang,pogang
pegangan,pagangan
pegawai,pagawai
pegunungan,pagunuangan
pejabat,pajabaik
pejabat,pamacik
pejuang,pajuang
pekerja,pakarajo
pekerjaan,karajo
pekerjaan,karajoan
pekerjaan,kerajoan
pekerjaan,pakojoan
pekerjaan rumah,karajo rumah
pekerjaan rumah,pr
pelabuhan,palabuahan
pelabuhan,palabuan
pelacur,gundik
pelacur,jalang
pelacur,lonte
pelacur,"lonte, pelacur"
pelacur,pelacuo
pelacur,pelacur
pelacur,perek
pelacur,poyok
pelajaran,palajaran
pelajaran,pelajaran
pelaku,palaku
pelan-pelan,pelan-pelan
pelanggaran,palangga
pelangi,mangiang
pelangi,mangindo
pelangi,palangi
pelari,pelari
pelatih,palatiah
pelatihan,palatiahan
pelayanan,ladenan
pelayanan,palayanan
peliharaan,pamaliaroan
pelindung,palinduang
peluit,piluik
peluit,pupuik
peluru,paluru
peluru,peluru
peluru,peluruh
pemadam,pamadam
pemain,pamain
pemain,pemain
pemain,peserta
pemakaman,pangubuaran
pemalu,pemalu
pemanasan,pamanasan
pemandangan,pamandangan
pembicaraan,pambicaroan
pembicaraan,paretongan
pembicaraan,parundiangan
pembuat,karajo mambuek
pembunuh,mambunuh
pembunuh,pambunuah
pembunuh,pambunuh
pembunuh,pambunuoh
pembunuhan,pambunuah
pembunuhan,pambunuahan
pembunuhan,pambunuhan
pembunuhan,pembunuhan
pemburu,paburu
pemburuan,pamburu
pemenang,juaro
pemenang,pamanang
pemeran,pemeran
pemeriksaan,pamaresoan
pemeriksaan,pangusutan
pemeriksaan,paniliakan
pemeriksaan,panyalidiakan
pemerintah,manggaduh
pemerintah,nagari
pemerintah,pamarintah
pemerintah,pamarintoh
pemerintah,pamerintah
pemerintah,panguaso
pemerintahan,nagari
pemerintahan,pamarentah
pemerintahan,panguaso
pemikiran,pamikiran
pemimpin,datuak
pemimpin,kapalo
pemimpin,pamimpin
pemimpin,pamuko
pemimpin,pemimpin
pemuda,pamudo
penampilan,lagak
penampilan,paragaan
penangkapan ikan,manangkok ikan
penari,panari
penarikan,penarek an
pencarian,karajo
pencarian,pancarian
pencetakan,pancetaan
penciptaan,penciptaan
pencucian,pencucian
penculikan,panculikan
pencuri,maliang
pencuri,pamaliang
pencuri,pancilok
pencuri,pancuri
pencuri,pancuria
pencuri,pencilok
pencurian,pancurian
pendanaan,pendanaan
pendekar,pahlawan banso
pendekar,pandai basilek
pendekar,pandeka
pendekar,urang gagah barani
pendengar,pandaga
pendengaran,pandagaan
pendidikan,pandidikan
penduduk,panduduk
penelitian,panalitian
penembak,panembak
penembakan,panembaan
penemuan,panemuan
penerbangan,panabangan
penerbangan,panarbangan
penerbangan,panerbangan
penerbangan,panobangan
penerjemah,juru tarjamah
pengacara,pangacara
pengacara,pembela pakaro
pengadilan,pangadilan
pengadilan,pengadilan
pengakuan,pangakuan
penganggur,panganggur
pengantin,marapulai
pengantin,pangantin
pengawal,pangawa
pengawal,panjago
pengawasan,pamaratian
pengawasan,pangawasan
pengecut,panakuik
pengecut,pangacuik
pengecut,pangocuik
pengelola,pangalola
pengetahuan,pangatauan
penghargaan,pangaragoan
penghargaan,panghargaan
penghematan,panghematan
pengiklanan,pengiklanan
pengisi daya,cas hp
pengkhianat,pangkianaik
pengkritik,panjawek
pengkritik,pengkritik
pengobatan,maubeki
pengobatan,pangubatan
penguasa,panguaso
penipu,panipu
penis,cak patuak
penis,cudik
penis,onok
penjaga,panjago
penjaga,penjago
penjahat,panjaek
penjahat,panjahaik
penjahat,panjaheik
penjahat,panjahek
penjahat,pinjahaik
penjara,buih
penjara,panjaro
penjara,penjao
penjara,penjaro
penjara,pinjaro
penjelasan,panarangan
penjelasan,panjalehan
penjualan,panjualan
penjualan,tampek manjua
penonton,panonton
pensiunan,pensiunan
penting,pantiang
penting,"pantiang, paralau"
penting,paralu
penting,pontiang
penuh,panuah
penuh,panuoh
penulis,pangarang
penulis,panulih
penulis,satia usaha
penutup,panutuik
penutup,panutup
penyakit,panyakiek
penyakit,panyakik
penyakit,penyakik
penyelamat,panyalamaik
penyelidikan,pangusutan
penyelidikan,paniliakan
penyelidikan,panyalidiakan
penyerangan,sarang
penyerangan,sarubu
penyerangan,tantang
penyihir,dukun
penyihir,panyiah
penyihir,panyihi
penyihir,panyihia
penyihir,pasulap
penyihir,penyihia
penyimpanan,panaruhan
penyimpanan,panyimpanan
pepatah,papatah
peperangan,paparangan
perahu,biduak
perahu,parahu
perahu,sampan
perak,perak
perampok,parampok
perampokan,parampokan
peran,pamain
peran,tukang lawak
perang,parang
perang,porang
perangkap,perangkok
perangkap,tipu
perangkat lunak,perangkat lunak
perasaan,parasaan
perasaan,parasan
perasaan,paraso
perasaan,parasoan
perawan,alun diusiak-usiak
perawan,gadih
perawat,juru rawaik
perawat,parawaik
perawatan,parawatan
perayaan,parayaan
perbatasan,babatehan
perbuatan,karajo
perbuatan,pabuatan
perbuatan,pakarajaan
percakapan,kecek
percakapan,pabincangan
percakapan,pambiacaroan
percaya,cayo
percaya,pacayo
percaya,pecayo
percaya,picayo
percaya diri,pede
percayalah,pacayo
percayalah,pacayolah
percayalah,picayolah
perdagangan,padagangan
perdamaian,aman
perdamaian,damai
perempuan,batino
perempuan,padusi
perempuan,pidusi
pergelangan kaki,pagalanggan kaki
pergi,bakirok
pergi,pai
pergi,poi
pergilah,pai lah
pergilah,pailah
pergilah,poilah
perguruan,paguruan
perguruan,pangajaran
perguruan,sikola
perguruan tinggi,sekolah tinggi
perhatian,paduli
perhatian,paratian
perhatian,parhatian
perhatikan,paratian
perhatikan,paratikan
perhatikan,parhatikan
perhatikan,perhati'an
perhiasan,perhiasan
peri,kato
peri,kecek
periksa,pareso
periksa,parikso
periksa,pariso
periksa,perikso
periksa,prikso
peringatan,paingek'an
peringatan,paringatan
peringatan,paringekan
perintah,parentah
perintah,parintah
perintah,parintoh
perintah,suruah
perjalanan,pajalanan
perjalanan,parjalanan
perkelahian,pacakakan
perkelahian,pakalahian
perlu,paralu
perlu,parolu
permainan,pamainan
permainan,pamenan
permainan,parmainan
permintaan,kandak
permintaan,mambana
permintaan,pamintaan
permintaan,pamintak'an
permintaan,pamintakan
permintaan,paminto
permintaan,parmintaan
permintaan,pintak
permisi,minta izin
permisi,minto izin
permisi,numpang
permisi,numpang ciek
permisi,pamisi
permisi,parmisi
permukaan,pamukoan
pernafasan,panapehan
pernah,panah
pernah,"panah, ponah"
pernah,parnah
pernah,pernah
pernah,ponah
pernikahan,baralek
pernikahan,basandieng
pernikahan,panikahan
pernyataan,panyatoan
peron,batas jalan
perpustakaan,papustakaan
perpustakaan,perpustakaan
persahabatan,kanti
persahabatan,katauan
persahabatan,sahabaik
persatuan,pasatuan
persediaan,pasadiaan
persetan,kalera
persetan,matilah
persetan,pasetan
persetan,persetan
perspektif,pandangan
perspektif,suduik pandangan
pertahanan,patahanan
pertama,partamo
pertama,patamo
pertama,pertamo
pertama,petamo
pertandingan,batandiang
pertandingan,patandiangan
pertandingan,patandingan
pertandingan,patarungan
pertandingan (kontes / bersesuaian),perlombaan
pertandingan (kontes / bersesuaian),pertandingan
pertanggungan,patangguangan
pertanyaan,partanyaan
pertanyaan,partanyoan
pertanyaan,patanyoan
pertanyaan,pertanyoan
pertarungan,bacakak
pertarungan,batarung
pertarungan,pacakakan
pertarungan,patandiangan
pertarungan,patandingan
pertarungan,pataruangan
pertarungan,patarungan
pertempuran,baparang
pertempuran,batampua
pertempuran,paparangan
pertempuran,patampuaan
pertempuran,patampuan
pertempuran,patampuran
pertempuran,patarungan
pertempuran,pertempuran
pertemuan,basilo
pertemuan,patamuan
pertunjukan,hiburan
pertunjukan,panampilan
pertunjukan,partunjuakan
pertunjukan,partunjuan
pertunjukan,patujuakan
pertunjukan,patunjuak'an
pertunjukan,patunjukan
perubahan,barubah
perubahan,parubahan
perubahan,paubahan
perusahaan,pabrik
perusahaan,parusahaan
perusahaan penerbangan,perusahaan penerbangan
perut,paruik
perut,rahim
pesan,pasan
pesan,posan
pesanan,parmintaan
pesawat terbang,kapa tabang
pesona,dayo pukau
pesona,dayo tariak
pesona,guno-guno
pesona,pakasiah
pesta,acaro
pesta,acaro/baralek
pesta,alek
pesta,baralek
pesta,barelek gadang
pesta,olek
petang,patang
petang,sanjo
petani,patani
petarung,pantuak
petarung,pataruang
peternakan,pataranak
peti,peti
petualangan,patualangan
petugas,patugaih
petugas,patugas
petugas,patuge
petugas,patugeh
petugas,petugas
petunjuk,arahan
petunjuk,patunjuak
petunjuk,patunjuik
petunjuk,patunjuk
petunjuk,patunjuok
petunjuk,petunjuak
pidato,caramah
pidato,pidato
pihak,pihak
pikir,pikia
pikir,pikiah
pikir,pikie
pikir,pikieah
pikiran,aka
pikiran,pikia'an
pikiran,pikiaan
pikiran,pikian
pikirkan,pikia'an
pikirkan,pikiaan
pikirkan,pikiakan
pikirkan,pikian
pikirkan,pikie kan
pikirkan,tanuongkan
piknik,jalan-jalan
piknik,piknik
piknik,tamasa
pilih,piliah
pilih,pilieh
pilih,pilioh
pilihan,piliahan
pilihan,pilian
pimpinan,bimbiangan
pimpinan,pimpinan
pimpinan,tuntunan
pindah,bageser
pindah,baraliah
pindah,baralieh
pindah,pai
pindah,pindah
pinggang,pinggang
pinggul,ikua
pinggul,pinggua
pintar,cadiak
pintar,"cadiak, santiang"
pintar,codiak
pintar,pandai
pintar,pinta
pintar,santiang
pintar,santieng
pintu,pintu
pintu,pintua
pintunya,lawangnyo
pintunya,pintunyo
pipa,barumbuang
pipa,pambuluah
pipa,pipa
pipi,pipi
piramida,limeh
piring,piriang
pisang,pisang
pisau,belati
pisau,karambiak
pisau,ladiang
pisau,mandau
pisau,pisau
pisau,sembilu
pisau,sokin
pita,pita
plafon,langik-langik rumah
pohon,batang
pohon,pohon
pohon,pokok
pojok,panjuru
pojok,suduik
pokok,modal
pokok,pangka
pokok,sabauk
politik,kabijakan
politik,politik
polos,indak baragi
polos,polos
pondok,gubuak
pondok,pohdok
pondok,rumah petak
ponsel,hp
populasi,sakalompok urang
pose,pose
posisi,keadaan
posisi,latak
posisi,posisi
posisi,tampek
poster,poster
pot,pot
potret,kodak gamba
potret,poto
potret,puterek
pramugari,paramugari
pramuka,praja muda karana
preman,pareman
preman,partikulir
preman,sipil
presentasi,presentasi
presiden,pejabat nagari
presiden,presiden
pria,buyuang
pria,jantan
pria,kalaki
pria,"kilaki, bujang"
pria,laki
pria,laki laki
pria,lalaki
pria,lalaki/bujang
pria,pria
pribadi,awaknyo
pribadi,dirinyo
pribadi,parabadi
pribadi,pribadi
pribadi,surang
pribumi,paribumi
prihatin,ibo ati
prihatin,prihatin
primitif,takabalakang
produk,barang
profesional,nan ahli
profil,profil
properti,barang
properti,properti
prosedur,caro nan dipagunoan
proses,pakaro
proses,proses
prospek,prospek
protein,zaik talua
protes,parotes
protes,sanggahan
protes,sangkalan
proyek,rancana karajo
psikolog,psikolog
psikologi,ilimu jiwa
pub,pub
publik,urang banyak
puisi,puisi
pujian,sanjuangan
pukul,jam
pukul,pukua
pukul,pukuah
pukul,pukuo
pukul,tokok
pukul,tumbuak
pukulan,pukulan
pulang,balek
pulang,baliak
pulang,baliek
pulang,pulang
pulang,"pulang, baliak"
pulau,pulau
pulau,pulau.
pulau,pulo
punah,punah
puncak,puncak
punya,miliak
punya,punyo
pusat,ibu nagari
pusat,pusat
pusat,pusek
pusat,"pusek, pusaik"
pusing,paniang
putaran,putaran
putih,putiah
putih,putieh
putri,anak daro
putri,batino
putri,gadi
putri,gadih
putri,padusi
putri,puteri
putri,putri
putri,supiak
putus,putui
putus,putuih
putus asa,putuih asa
rabu,raba'a
racun,tubo
radikal,abih-abihan
radikal,marato
radius,jari jari
raga,rago
